"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FGFFFLIJ_00464",61.9948126925121,-2.12111619242184,0.414544500916288,-5.11673942781399,3.10862606367876e-07,1.53701154376567e-06
"FGFFFLIJ_01139",793.609245433656,0.926365709113501,0.181057464464548,5.11641821480875,3.11392212915044e-07,1.53869924797742e-06
"FGFFFLIJ_03675",242.600265651619,-1.18499797509371,0.231765521750265,-5.11291742682322,3.17220986854625e-07,1.56655415441864e-06
"FGFFFLIJ_04745",109.234780811694,-1.53281228330629,0.299958840990308,-5.11007536315895,3.22030329423472e-07,1.5893441318708e-06
"FGFFFLIJ_08102",14.4063160598118,6.85972138819288,1.34261717471033,5.10921617673545,3.23498050153593e-07,1.59562435962904e-06
"FGFFFLIJ_08378",503.423828484651,-0.962743799019696,0.188487690301302,-5.10772771145281,3.26056046558569e-07,1.60727145266778e-06
"FGFFFLIJ_03838",138.340912019449,1.63059322547176,0.319394932523484,5.10525703269216,3.30345186894902e-07,1.62743291892226e-06
"FGFFFLIJ_07173",45.2256596413373,2.30725598880231,0.452036191612114,5.10413995962105,3.32302277675713e-07,1.63608826231543e-06
"FGFFFLIJ_01477",2126.23032280502,-1.19669078660898,0.234574107862892,-5.10154678839681,3.36888710267499e-07,1.65767093860101e-06
"FGFFFLIJ_05617",148.083884247539,1.32376805394137,0.259683938545038,5.09761235661397,3.43964265341666e-07,1.69146807499244e-06
"FGFFFLIJ_01563",89.3023669507452,-1.86349073399994,0.365679012474874,-5.09597398381725,3.46952776255053e-07,1.70411360596908e-06
"FGFFFLIJ_07567",257.099116045338,-1.00175556808933,0.196573986978994,-5.09607391844974,3.46769772722252e-07,1.70411360596908e-06
"FGFFFLIJ_02510",841.732917065921,1.02650774153924,0.201484106574156,5.09473307345678,3.49232951468378e-07,1.71428283024087e-06
"FGFFFLIJ_04331",220.854004864694,1.13557475796598,0.22298666172773,5.09256808980143,3.53245789642857e-07,1.73293987920233e-06
"FGFFFLIJ_06259",340.500375888914,-0.991474522186659,0.19472713222993,-5.09160952987253,3.5503667971143e-07,1.74068073382215e-06
"FGFFFLIJ_05812",31.7320426672502,3.17133742753384,0.622876527587806,5.09143833018621,3.55357455339958e-07,1.7412089223582e-06
"FGFFFLIJ_05486",4251.02139309859,-0.684969592632027,0.134557152362689,-5.0905476268236,3.57030878696188e-07,1.74836031850446e-06
"FGFFFLIJ_02755",285.508587690741,1.05048269709402,0.20636830359986,5.09032966191779,3.57441540710209e-07,1.74932318097278e-06
"FGFFFLIJ_02803",10034.2439370946,-0.703701307255844,0.138379623133851,-5.08529573443897,3.67053681310532e-07,1.79529008818132e-06
"FGFFFLIJ_00434",67.8938221370514,1.80547104205646,0.355133006838539,5.08392914003997,3.69705912186134e-07,1.80628287696623e-06
"FGFFFLIJ_03289",229.413828652313,1.08021141986221,0.212476503730246,5.08390998956579,3.69743209735043e-07,1.80628287696623e-06
"FGFFFLIJ_04798",1668.47385396407,0.702159253774977,0.138162130686244,5.08213973168618,3.73206699946356e-07,1.82211371485159e-06
"FGFFFLIJ_01920",44.2498751421878,2.3128062720982,0.455175741905283,5.08112814276353,3.75199898801767e-07,1.83043876890749e-06
"FGFFFLIJ_03237",1530.67989708712,0.769902164051849,0.151524307692148,5.08104723115487,3.75359767122103e-07,1.83043876890749e-06
"FGFFFLIJ_05779",45.2060180159542,2.34054021916395,0.460685900725722,5.08055535339129,3.76333053931908e-07,1.83409066773135e-06
"FGFFFLIJ_06679",644.32743034113,0.989156087403538,0.194834992686235,5.07689134156968,3.83660128462601e-07,1.86868547671325e-06
"FGFFFLIJ_05211",256.244649402223,1.05796786909401,0.20877689781506,5.06745660159769,4.03166382484829e-07,1.96252462420995e-06
"FGFFFLIJ_00741",14.4845954679093,6.86516789854149,1.3556093252738,5.06426724171057,4.09974198648877e-07,1.99447566997457e-06
"FGFFFLIJ_03968",978.486617203574,0.785980193061148,0.155239912828194,5.06300331365814,4.12702677090182e-07,2.00655501478766e-06
"FGFFFLIJ_04219",261.832747579947,-1.02293062427653,0.202056490524913,-5.06259720546023,4.13583067768778e-07,2.00844587811897e-06
"FGFFFLIJ_07393",233.829075228899,-1.05194575371482,0.207786687849103,-5.06262342695773,4.13526168232649e-07,2.00844587811897e-06
"FGFFFLIJ_03623",1088.04215749436,-0.751451133986291,0.148436001596114,-5.06245874252895,4.13883651732067e-07,2.00871204608443e-06
"FGFFFLIJ_00229",993.045446999988,-0.754562305180735,0.149057234527879,-5.06223201826277,4.14376294092496e-07,2.00990946683559e-06
"FGFFFLIJ_04181",140.535903927338,1.23878339584795,0.2448686607401,5.05897076458787,4.2152548059324e-07,2.04337351891373e-06
"FGFFFLIJ_05251",54.243025701172,-2.01169930777882,0.397723248523907,-5.05803800820031,4.23592020289684e-07,2.0521740259796e-06
"FGFFFLIJ_00735",14.3779490477575,6.85793529101653,1.35597671621707,5.05756124644154,4.24652066532728e-07,2.05609084109715e-06
"FGFFFLIJ_07050",94.0828599374887,1.70536721949303,0.337388269714385,5.05461325296431,4.3126378581733e-07,2.08686733066018e-06
"FGFFFLIJ_04488",10812.7027434686,-0.698857319492858,0.138376910092161,-5.05038968587613,4.40909676024264e-07,2.13228093618125e-06
"FGFFFLIJ_04298",107.235124544875,1.69507692953562,0.335744512942141,5.04871074342094,4.44801615066088e-07,2.14983063272332e-06
"FGFFFLIJ_05652",433.056733578443,-0.890736384054717,0.176569754341188,-5.04467136729167,4.54301510515452e-07,2.19444813560448e-06
"FGFFFLIJ_00156",16.7845367459968,-4.74686154904558,0.942074881857206,-5.03873061522203,4.68629521151779e-07,2.26232077753898e-06
"FGFFFLIJ_02512",386.732100684022,0.968051315795132,0.192398799847676,5.03148313067207,4.86699941033242e-07,2.34816919602402e-06
"FGFFFLIJ_07214",184.041943542653,1.34143893410764,0.266627781063777,5.03112964731449,4.87598267676281e-07,2.35111542284262e-06
"FGFFFLIJ_07796",13.391014547254,6.7538472578953,1.34261605723463,5.03036383447262,4.895499582209e-07,2.35913432107277e-06
"FGFFFLIJ_03811",1160.32447864012,0.820695383293329,0.163214559633687,5.02832213704016,4.94790157496903e-07,2.38298170726116e-06
"FGFFFLIJ_08139",13.584937001501,6.77396303637559,1.34720532193967,5.02815935036734,4.95210284616736e-07,2.38360050422414e-06
"FGFFFLIJ_03209",231.259324978414,-1.10993972809678,0.220771210023491,-5.02755648247196,4.96769191366129e-07,2.38868562933533e-06
"FGFFFLIJ_03733",17.1347142524071,-4.31148242776439,0.857594811294781,-5.02741197938802,4.97143552612186e-07,2.38868562933533e-06
"FGFFFLIJ_06150",233.881094990236,1.06949073822527,0.212731712026697,5.02741564967545,4.97134040705481e-07,2.38868562933533e-06
"FGFFFLIJ_05135",106.379436294323,1.3834089711124,0.275361527181465,5.02397333887795,5.06132663982347e-07,2.43044786294226e-06
"FGFFFLIJ_03006",14.089748411197,6.8281897484088,1.35991284350839,5.02104953343407,5.13899037084309e-07,2.46629291256022e-06
"FGFFFLIJ_04979",37.0147370401867,2.40971743869306,0.480195923273954,5.01819636923136,5.21588483172228e-07,2.50172692075506e-06
"FGFFFLIJ_00017",91.6276806448802,-1.48656923789406,0.296442154205487,-5.01470258802534,5.31155614460249e-07,2.54612013899332e-06
"FGFFFLIJ_06218",81.9801236492381,-1.99240878723255,0.397371743895532,-5.01396694113296,5.33191514788783e-07,2.55438115496408e-06
"FGFFFLIJ_05589",817.071580326607,1.23988491931226,0.247365610729983,5.01235768243339,5.37671399289579e-07,2.57433412208185e-06
"FGFFFLIJ_08212",13.4563731655619,6.76032100919151,1.34887095132177,5.01183675322464,5.39129331438473e-07,2.57980329382122e-06
"FGFFFLIJ_03286",794.731745406111,1.03539076260179,0.206746614862031,5.00801797065817,5.49934012098917e-07,2.62842729876284e-06
"FGFFFLIJ_08072",13.6986071671267,6.78800234918151,1.35540824318221,5.00808696075564,5.49736975904521e-07,2.62842729876284e-06
"FGFFFLIJ_06718",80.6019817152465,1.66893674159873,0.333306659190514,5.00721091397331,5.52244034647017e-07,2.6379254793513e-06
"FGFFFLIJ_00075",37.4172762404013,-2.53062011340585,0.50557408534783,-5.00543874131682,5.57349361612371e-07,2.65979206044663e-06
"FGFFFLIJ_06280",2252.49722313108,0.906872959381575,0.181179058141647,5.00539614612952,5.57472629333791e-07,2.65979206044663e-06
"FGFFFLIJ_01951",66.9271024843304,1.8384018411545,0.367304693805574,5.00511393444816,5.5828999593329e-07,2.66213776940652e-06
"FGFFFLIJ_07568",246.856486610318,-1.07709696451825,0.215394730103398,-5.00057250240618,5.71603276957605e-07,2.72403124348368e-06
"FGFFFLIJ_05413",6487.06949939883,-0.6886616762004,0.137858462077883,-4.99542549525425,5.87061855408456e-07,2.79607024723386e-06
"FGFFFLIJ_04909",2758.05434913414,-0.675580754718626,0.135285962188497,-4.99372398872636,5.92260238944154e-07,2.81918633249305e-06
"FGFFFLIJ_07884",13.5470181903734,6.77128023315219,1.35671272819199,4.9909461984453,6.00842331764206e-07,2.85837274593065e-06
"FGFFFLIJ_05518",3151.32580469913,-0.800077790225501,0.160342300532038,-4.98981109520527,6.04383669603497e-07,2.87354725518871e-06
"FGFFFLIJ_03464",3702.98951916834,-0.726419354157621,0.145644242896448,-4.98762834500845,6.11250120503682e-07,2.9045042063236e-06
"FGFFFLIJ_06081",5466.88707418133,0.702660321708181,0.141047466853,4.98172946587191,6.30184972422738e-07,2.9927378149977e-06
"FGFFFLIJ_02241",137.141671816801,-1.28959038411169,0.258873664566102,-4.98154335734834,6.3079146866621e-07,2.99387843984259e-06
"FGFFFLIJ_04566",59.3874863160354,2.1021128639374,0.422339473713944,4.97730615954971,6.44752970840593e-07,3.05836681989563e-06
"FGFFFLIJ_01732",13.39540499524,6.75531672469797,1.35798588050337,4.97451175427091,6.54122953687923e-07,3.10101328334768e-06
"FGFFFLIJ_05949",98.0903265168315,1.59690174150691,0.321077890259491,4.97356495091055,6.57327362045128e-07,3.1143979884028e-06
"FGFFFLIJ_02781",129.783990430379,1.3768387257122,0.277063710939759,4.96939393846336,6.71624955902635e-07,3.18029592386572e-06
"FGFFFLIJ_04746",45.6328897931732,-2.1485925219853,0.432388234212959,-4.96912809363606,6.72546319307512e-07,3.1828147467865e-06
"FGFFFLIJ_02974",12.8726813590571,6.69613446440718,1.34836528347067,4.96611307521314,6.83081360724022e-07,3.23035767194663e-06
"FGFFFLIJ_05741",75.4150446830057,-1.77101809668953,0.356626723895879,-4.96602743995877,6.83382896708152e-07,3.23035767194663e-06
"FGFFFLIJ_05884",626.037267207327,-0.817703144070698,0.164711237811909,-4.96446481086173,6.88907750534366e-07,3.25459135555917e-06
"FGFFFLIJ_00163",124.730626591766,-1.32861223051988,0.267731306589214,-4.96248364618187,6.95974281968416e-07,3.28607614473014e-06
"FGFFFLIJ_02290",661.12759357382,0.833873159061473,0.16807485027762,4.96132025513697,7.00156426281339e-07,3.30391366743498e-06
"FGFFFLIJ_08483",13.4175407621774,6.75638814090168,1.36207327031452,4.96037055285694,7.03588346031296e-07,3.31819247092544e-06
"FGFFFLIJ_00290",57.3511506613196,-1.88903486460409,0.38087316112238,-4.95974790934959,7.05847170779818e-07,3.32692556331226e-06
"FGFFFLIJ_05543",1463.5378850977,1.11889672611086,0.22573644879526,4.95665069634229,7.17187452550495e-07,3.37842827071769e-06
"FGFFFLIJ_01360",21.3800540774648,3.65752848991042,0.738130760966311,4.9551227009185,7.22846591255476e-07,3.40312510963768e-06
"FGFFFLIJ_00533",317.398568679236,-1.34190324101673,0.271048010929063,-4.95079538277047,7.39107823991938e-07,3.47767889780432e-06
"FGFFFLIJ_01400",336.418324003825,0.982034784057188,0.198458661645639,4.948309012638,7.48609950798415e-07,3.52036198381786e-06
"FGFFFLIJ_01694",375.532049989894,-0.946257772634659,0.191259204624301,-4.94751494179554,7.51669356725464e-07,3.5327163039202e-06
"FGFFFLIJ_06467",426.78903110928,-0.945222685858923,0.191144046160889,-4.94508045028675,7.61124250431842e-07,3.57509683837899e-06
"FGFFFLIJ_05758",725.03628836643,-0.907487129320622,0.183571647543189,-4.94350375706639,7.67308707290068e-07,3.60207585564717e-06
"FGFFFLIJ_01290",806.564964384147,-0.737581267553612,0.149210018724965,-4.94324224242057,7.68339147371714e-07,3.60277444146243e-06
"FGFFFLIJ_04760",679.859752889304,0.902877303124671,0.182645591047448,4.94332930757753,7.67995938624365e-07,3.60277444146243e-06
"FGFFFLIJ_04701",106.462022595492,-1.45817407935142,0.295232736216056,-4.93906637197681,7.84974932411668e-07,3.67866979506913e-06
"FGFFFLIJ_03573",197.539672238226,-1.15496476369395,0.233941537863727,-4.93698029961111,7.93414822282281e-07,3.71609131376108e-06
"FGFFFLIJ_04594",34.1167773491822,-2.29015288237541,0.4640609139142,-4.93502644525419,8.01399003931137e-07,3.75133680362496e-06
"FGFFFLIJ_04978",29.9445068295398,2.87677210718988,0.582958059942701,4.93478400053794,8.02395104468071e-07,3.75384956429167e-06
"FGFFFLIJ_03740",136.748394184073,-1.2324649306888,0.249831021583499,-4.93319413608882,8.08956782457226e-07,3.78238202690098e-06
"FGFFFLIJ_06812",610.828252263058,-1.02627547995339,0.208214684502586,-4.92892939998495,8.2681443443308e-07,3.8636674514703e-06
"FGFFFLIJ_00814",12.7016761806116,6.67617686941528,1.35479822675097,4.92780159996654,8.31599960872759e-07,3.88380941726461e-06
"FGFFFLIJ_00844",12.5811359501604,6.66360308634435,1.35256586838704,4.92663850396491,8.36563193232004e-07,3.90475784025424e-06
"FGFFFLIJ_02135",1442.94652422997,-0.722313780879921,0.146630361340106,-4.92608607302364,8.3893054031964e-07,3.91357266326051e-06
"FGFFFLIJ_02995",12.9010483711115,6.69798990980272,1.3614085103533,4.91989719387352,8.65896814267461e-07,4.03706483913745e-06
"FGFFFLIJ_07389",33.0803614081484,2.85801206495221,0.580998469389905,4.91913871641238,8.69258522039419e-07,4.05042753741629e-06
"FGFFFLIJ_01403",808.152827971174,-0.762384864960276,0.155023185377764,-4.91787640089111,8.74881212014016e-07,4.07430435657581e-06
"FGFFFLIJ_01651",165.492111399079,-1.25381503979862,0.255031027635253,-4.9163235211985,8.81846204957745e-07,4.10440149949866e-06
"FGFFFLIJ_00220",867.506857605848,-0.80906316037108,0.164612292511819,-4.91496198750158,8.87996874428718e-07,4.13067641132949e-06
"FGFFFLIJ_01837",135.897726453679,-1.44774702747335,0.294582974092928,-4.91456450234848,8.89800272647973e-07,4.13671082386342e-06
"FGFFFLIJ_08164",12.6229763039556,6.66792831173281,1.3573512343539,4.91245607103803,8.99425389682024e-07,4.17908113125138e-06
"FGFFFLIJ_05544",1257.07819814411,0.781437396140079,0.159102942542342,4.91152070259237,9.03727433965766e-07,4.19668427147852e-06
"FGFFFLIJ_00436",48.4861964813864,2.29395270055658,0.467165276919365,4.91036644607584,9.09063525814817e-07,4.21906655109852e-06
"FGFFFLIJ_07703",593.256422565526,-1.05278940154586,0.214411701941628,-4.91013033342964,9.10158798501333e-07,4.22175247454676e-06
"FGFFFLIJ_06978",140.350687982594,-1.33554265700357,0.272139662599395,-4.90756343359464,9.22148350026859e-07,4.27493957162196e-06
"FGFFFLIJ_06675",2651.7354557315,0.734604399021077,0.149862495940224,4.90185616095764,9.49353401231726e-07,4.39856312260028e-06
"FGFFFLIJ_07905",12.6323960196361,6.66781754609197,1.36050315355231,4.90099381885453,9.53530568113149e-07,4.41541378650921e-06
"FGFFFLIJ_07283",179.452798571158,1.3926011261162,0.284282282424865,4.89865606198748,9.64943808135933e-07,4.46573371681482e-06
"FGFFFLIJ_05472",1287.42678199087,-0.712290823479088,0.145589905864507,-4.89244648692872,9.95901993287645e-07,4.60639897631009e-06
"FGFFFLIJ_08207",12.820243530539,6.68859572682116,1.36745051065941,4.89128906288228,1.00177714690817e-06,4.63095284031703e-06
"FGFFFLIJ_02608",507.347181962827,0.963218100627392,0.196992330655302,4.8896223392211,1.01029618296689e-06,4.66769400982949e-06
"FGFFFLIJ_00045",15.9163817320786,-4.41539988090989,0.903339862619248,-4.88786121771197,1.01937346582954e-06,4.70697137639819e-06
"FGFFFLIJ_02294",146.993436116062,1.85541737339708,0.379606341495543,4.88774072131475,1.01999739690998e-06,4.70719295592617e-06
"FGFFFLIJ_07818",12.5579545075734,6.66004147385553,1.36300481305481,4.88629343789979,1.02752022036225e-06,4.73923406378143e-06
"FGFFFLIJ_00748",12.3350882709408,6.63395278275597,1.35869041144108,4.88260808120352,1.04691821802167e-06,4.82598003152347e-06
"FGFFFLIJ_03279",5524.38161924587,-0.692961913781626,0.141936292460551,-4.88220385194452,1.04906721725393e-06,4.83316029685253e-06
"FGFFFLIJ_01857",168.055168987697,-1.26586883374156,0.259409826813784,-4.87980293302558,1.06191895680177e-06,4.88961331489625e-06
"FGFFFLIJ_05818",77.4449396662914,-1.62543993064037,0.333399410984179,-4.87535333623463,1.08613867880726e-06,4.99831724205614e-06
"FGFFFLIJ_06720",260.406722792428,-1.00268982542472,0.205824856833021,-4.87156819080491,1.10715936876477e-06,5.09218543664291e-06
"FGFFFLIJ_03137",68.0702940332324,-1.78214381228096,0.365929361336668,-4.87018534334369,1.11493617331044e-06,5.12506937259068e-06
"FGFFFLIJ_08019",12.3810306875564,6.6389020515734,1.36320820530033,4.87005728527785,1.11565899474506e-06,5.1255092546663e-06
"FGFFFLIJ_02994",12.120401941569,6.60957511772271,1.35729040930707,4.86968379972351,1.11776970358749e-06,5.13232122888794e-06
"FGFFFLIJ_01094",3224.2442446277,0.973780918469412,0.199992882634549,4.86907786738001,1.12120223413508e-06,5.14185408776333e-06
"FGFFFLIJ_05248",328.691448789249,-0.987155621151469,0.202735324518166,-4.86918411232778,1.12059963742084e-06,5.14185408776333e-06
"FGFFFLIJ_08192",12.3432681782016,6.63606921881047,1.36292680879098,4.86898428881677,1.12173324831543e-06,5.14185408776333e-06
"FGFFFLIJ_07930",12.187420836855,6.61685179590045,1.35956508204657,4.866888597889,1.13368889924759e-06,5.19374404347004e-06
"FGFFFLIJ_02765",482.965826691629,0.804651294957416,0.165368357765209,4.86581172983447,1.13987989055963e-06,5.21918114596293e-06
"FGFFFLIJ_08152",12.1974173228668,6.61917434907094,1.36179657824984,4.86061901960261,1.17019264391339e-06,5.35497451215237e-06
"FGFFFLIJ_00880",874.063767997654,-0.8079718303335,0.166251391622435,-4.85994025342322,1.17421184036929e-06,5.37003061495333e-06
"FGFFFLIJ_03552",1120.21624353584,-0.83934111424507,0.172709560565902,-4.85984164104683,1.17479686033727e-06,5.37003061495333e-06
"FGFFFLIJ_06101",3311.43286758935,-0.876541083897186,0.180477663242326,-4.85678431419106,1.19307428131892e-06,5.4505288436107e-06
"FGFFFLIJ_04334",497.076316225669,0.87872370325591,0.18121501870794,4.84906664757257,1.24043742543226e-06,5.66374026707142e-06
"FGFFFLIJ_07483",303.906801377947,-1.04061166799271,0.214612298092254,-4.84879793582654,1.24211866446032e-06,5.66825005283876e-06
"FGFFFLIJ_00152",71.4441489375651,-1.78895038716845,0.368984173040162,-4.84831198159204,1.24516468502485e-06,5.67897933633265e-06
"FGFFFLIJ_06079",1542.40808209766,0.676124589233719,0.139588659912377,4.84369281615096,1.27447922439825e-06,5.80943597379078e-06
"FGFFFLIJ_00845",66.5458424377974,2.12807405929759,0.439446093963464,4.84262822796763,1.28132893488453e-06,5.83740322453249e-06
"FGFFFLIJ_02871",81.9770001348396,1.53029548199136,0.316751263606085,4.83122139615027,1.3569800559941e-06,6.175165922962e-06
"FGFFFLIJ_07822",12.1163240971286,6.60796219876021,1.36774583748584,4.8312793339637,1.35658516908551e-06,6.175165922962e-06
"FGFFFLIJ_02037",83.2492498814317,1.89788806816027,0.392943425127365,4.82992702459675,1.36583098524839e-06,6.21198477597947e-06
"FGFFFLIJ_06884",194.655202900644,1.06463520251598,0.220464525113696,4.82905447924985,1.37182876164092e-06,6.23579336423319e-06
"FGFFFLIJ_08107",11.9645546002225,6.59000720389069,1.36511847955498,4.82742509356331,1.38309685370426e-06,6.28351894681761e-06
"FGFFFLIJ_07089",150.2248988213,-1.19129975151731,0.246799001474175,-4.8270039360024,1.38602383355251e-06,6.29331821756928e-06
"FGFFFLIJ_03966",1862.15680226462,0.658394059226907,0.136551147410662,4.82159301999024,1.42416281414778e-06,6.4628998778622e-06
"FGFFFLIJ_05058",93.3714310507054,1.39811615222246,0.289993327556314,4.8212011083288,1.42696406403116e-06,6.47201847687383e-06
"FGFFFLIJ_06810",187.361293344,-1.11565021448184,0.231553061638202,-4.81811903754928,1.44917907202648e-06,6.56912953725593e-06
"FGFFFLIJ_00393",14.6620927785765,-5.9136951384996,1.22785359083502,-4.81628687869691,1.46254214445084e-06,6.62602934955471e-06
"FGFFFLIJ_00695",204.726361547328,1.28782709229206,0.267472458711977,4.81480260993465,1.47345463314275e-06,6.66807570137081e-06
"FGFFFLIJ_04431",447.136299097927,0.867977086579846,0.180268572447593,4.81491074564413,1.4726569720512e-06,6.66807570137081e-06
"FGFFFLIJ_07520",184.230956637274,-1.12792558919801,0.23429605392595,-4.81410408027826,1.47861734247558e-06,6.68773632543051e-06
"FGFFFLIJ_02697",1050.93665648766,-1.02702872816583,0.21350767412547,-4.81026610576202,1.50729490080701e-06,6.81367324352637e-06
"FGFFFLIJ_01464",443.437366084024,0.94997837895028,0.197538649827964,4.80907599488816,1.51629557225082e-06,6.85057142731121e-06
"FGFFFLIJ_00700",415.451805967224,1.15271229809424,0.239848731628973,4.80599705600025,1.53982164391141e-06,6.95301784292151e-06
"FGFFFLIJ_01915",366.445247973999,-0.892594371736281,0.185764375693903,-4.80498140939074,1.5476588486745e-06,6.98454763678448e-06
"FGFFFLIJ_02973",11.788075467144,6.56913442492125,1.36893995519113,4.79870165233366,1.59697470702063e-06,7.20313150136846e-06
"FGFFFLIJ_02131",4744.27381062594,-0.809065707875167,0.16860586977196,-4.79856193007652,1.59808896309574e-06,7.20418151979121e-06
"FGFFFLIJ_04285",144.533321988204,1.17480247945996,0.245123942919897,4.79268759088079,1.64561777003713e-06,7.41026668568235e-06
"FGFFFLIJ_06295",1087.0370627104,0.730034425416542,0.152320344391002,4.79275718772381,1.64504679558482e-06,7.41026668568235e-06
"FGFFFLIJ_07575",19.5287081216047,-3.01255181504532,0.628644127627335,-4.7921418218213,1.65010188327409e-06,7.42636712114491e-06
"FGFFFLIJ_08032",12.2619944323106,6.62607324159673,1.38278993279468,4.79181478288979,1.65279450468023e-06,7.43439157223527e-06
"FGFFFLIJ_02657",236.002983619083,1.01079209545079,0.2109911789112,4.79068414455472,1.66213600650731e-06,7.47229789944128e-06
"FGFFFLIJ_03797",11.5348935563133,6.53796385877466,1.36576888880505,4.78702063897128,1.69275432135501e-06,7.60576199474134e-06
"FGFFFLIJ_03759",353.082777978415,-1.00250113434645,0.209444351862822,-4.78647968030694,1.69732114773842e-06,7.62209106619016e-06
"FGFFFLIJ_07313",129.004951442345,1.32787728692892,0.27744701523316,4.78605720740231,1.70089593831564e-06,7.63394975499932e-06
"FGFFFLIJ_04118",269.611172145888,1.00129293961477,0.209268921038875,4.78471879457324,1.7122688702e-06,7.68077578273577e-06
"FGFFFLIJ_02456",120.981048780671,-1.43623590054689,0.300212632473357,-4.78406217857721,1.71787503877221e-06,7.69906593760908e-06
"FGFFFLIJ_07877",11.5541534562327,6.54019081212302,1.36709084407654,4.78402063802926,1.71823030346249e-06,7.69906593760908e-06
"FGFFFLIJ_02043",4404.2298708059,0.667231141075657,0.139541709696867,4.78158926478051,1.73914744961282e-06,7.78852170174551e-06
"FGFFFLIJ_00262",850.123893487946,-0.8568593567376,0.17927241991215,-4.77964963689056,1.7560093659799e-06,7.85972866821126e-06
"FGFFFLIJ_06051",145.06728100314,1.18110270640381,0.247127780163864,4.77931985477574,1.75889186889874e-06,7.86401709218241e-06
"FGFFFLIJ_07824",11.9880244279751,6.59492542978408,1.37986829868377,4.77938759523271,1.75829940390531e-06,7.86401709218241e-06
"FGFFFLIJ_04973",1193.46777597369,-0.839481322492477,0.175652805361961,-4.77920817013191,1.75986909317916e-06,7.86408425289956e-06
"FGFFFLIJ_02841",106.726572513615,1.38471164476998,0.289755359935627,4.77889915505828,1.76257564955255e-06,7.86757552364447e-06
"FGFFFLIJ_07407",740.926103643721,-0.876206072983046,0.183348240098459,-4.77891728064867,1.76241678339022e-06,7.86757552364447e-06
"FGFFFLIJ_06275",32822.0613752407,-0.63921616250642,0.133824140296902,-4.77653853100238,1.78338394269971e-06,7.95611187974057e-06
"FGFFFLIJ_01518",11.6440654089402,6.55044039655505,1.37210452485642,4.77400976229598,1.80593621738456e-06,8.04793713450599e-06
"FGFFFLIJ_04872",76.0851020727218,1.5482273173178,0.324296115520556,4.77411613405423,1.80498206746194e-06,8.04793713450599e-06
"FGFFFLIJ_05130",118.657650093887,1.24189040731211,0.260193694180769,4.77294582876906,1.81550635911196e-06,8.08617627957605e-06
"FGFFFLIJ_04256",439.41928364613,1.00359017489761,0.210527232427618,4.76703257495517,1.86959091357288e-06,8.32253079337207e-06
"FGFFFLIJ_02238",405.534425669451,0.856594553885526,0.179737743180359,4.76580232247588,1.8810361354924e-06,8.36892124952607e-06
"FGFFFLIJ_03844",57.9652551156355,1.8406093972906,0.386314645266433,4.76453435002747,1.89290270486764e-06,8.41713482420195e-06
"FGFFFLIJ_03940",638.469986819959,-0.920711945767886,0.19328580450202,-4.76347421446703,1.90287936729047e-06,8.45230058090491e-06
"FGFFFLIJ_05878",112.343112045086,1.35585334974448,0.284633012699949,4.76351403121948,1.9025037507375e-06,8.45230058090491e-06
"FGFFFLIJ_04548",23.847326169526,-2.68321857434544,0.563322878449536,-4.76319829531975,1.90548424501341e-06,8.45927362004051e-06
"FGFFFLIJ_01843",96.8493998780298,-1.30817677981116,0.274712656286096,-4.76198220168196,1.91700593551193e-06,8.50118801461691e-06
"FGFFFLIJ_06146",595.833316958541,0.816172715300573,0.171391630687341,4.76203366539796,1.91651699714438e-06,8.50118801461691e-06
"FGFFFLIJ_02529",608.91539446898,0.907846340193117,0.190693473367869,4.76076251672117,1.92862886437892e-06,8.54809311744519e-06
"FGFFFLIJ_02032",695.651054366488,-0.766559606731682,0.161042000962979,-4.75999802627825,1.93594852390006e-06,8.57588470776976e-06
"FGFFFLIJ_06290",159.441162877891,1.29250336607283,0.27158473453068,4.759116407284,1.9444227739618e-06,8.60875803444736e-06
"FGFFFLIJ_07894",11.423460437997,6.52384827692753,1.3715729009545,4.75647212947084,1.97005422999233e-06,8.71751663331203e-06
"FGFFFLIJ_04208",107.537747633032,-1.33900202757142,0.281614348878492,-4.75473651432853,1.9870539620842e-06,8.78798270136048e-06
"FGFFFLIJ_02044",37.8626315299694,2.38374839280484,0.501367984861601,4.75448864861775,1.98949318788065e-06,8.79401180343349e-06
"FGFFFLIJ_07882",11.4336132257815,6.52636807117573,1.37383824983022,4.75046321645381,2.02951210658416e-06,8.96605537681749e-06
"FGFFFLIJ_08237",1474.97983601354,-0.677371870727116,0.142642045907873,-4.74875319135988,2.04674535959528e-06,9.03730406481483e-06
"FGFFFLIJ_01223",160.849877800386,1.42553734624847,0.300223832380778,4.74824844831253,2.05185885713306e-06,9.05499051800674e-06
"FGFFFLIJ_06787",201.879211700353,1.14234620659738,0.240673057109426,4.74646485284805,2.07002674671316e-06,9.13023669772619e-06
"FGFFFLIJ_03803",11.3567541462566,6.51618926987334,1.37377878237122,4.74325950690985,2.10306578642237e-06,9.2709582914941e-06
"FGFFFLIJ_03603",270.593186359496,3.48756945388652,0.735410316724397,4.7423450209681,2.11258431345143e-06,9.30789843333615e-06
"FGFFFLIJ_07638",369.336612616443,1.01792909798567,0.214750843132165,4.74004703841463,2.13668609166804e-06,9.40901693276017e-06
